From	To	Species	Gene Name
291	ENSG00000151729	Homo sapiens	solute carrier family 25 member 4(SLC25A4)
292	ENSG00000005022	Homo sapiens	solute carrier family 25 member 5(SLC25A5)
293	ENSG00000169100	Homo sapiens	solute carrier family 25 member 6(SLC25A6)
293	ENSG00000292334	Homo sapiens	solute carrier family 25 member 6(SLC25A6)
51102	ENSG00000116353	Homo sapiens	mitochondrial trans-2-enoyl-CoA reductase(MECR)
10396	ENSG00000124406	Homo sapiens	ATPase phospholipid transporting 8A1(ATP8A1)
11001	ENSG00000140284	Homo sapiens	solute carrier family 27 member 2(SLC27A2)
84264	ENSG00000103253	Homo sapiens	hydroxyacylglutathione hydrolase like(HAGHL)
11000	ENSG00000263163	Homo sapiens	solute carrier family 27 member 3(SLC27A3)
11000	ENSG00000143554	Homo sapiens	solute carrier family 27 member 3(SLC27A3)
1719	ENSG00000228716	Homo sapiens	dihydrofolate reductase(DHFR)
1718	ENSG00000116133	Homo sapiens	24-dehydrocholesterol reductase(DHCR24)
2806	ENSG00000125166	Homo sapiens	glutamic-oxaloacetic transaminase 2(GOT2)
1717	ENSG00000172893	Homo sapiens	7-dehydrocholesterol reductase(DHCR7)
2805	ENSG00000120053	Homo sapiens	glutamic-oxaloacetic transaminase 1(GOT1)
1716	ENSG00000114956	Homo sapiens	deoxyguanosine kinase(DGUOK)
10157	ENSG00000008311	Homo sapiens	aminoadipate-semialdehyde synthase(AASS)
347734	ENSG00000157593	Homo sapiens	solute carrier family 35 member B2(SLC35B2)
51109	ENSG00000072042	Homo sapiens	retinol dehydrogenase 11(RDH11)
5096	ENSG00000114054	Homo sapiens	propionyl-CoA carboxylase subunit beta(PCCB)
9453	ENSG00000152904	Homo sapiens	geranylgeranyl diphosphate synthase 1(GGPS1)
23474	ENSG00000105755	Homo sapiens	ETHE1 persulfide dioxygenase(ETHE1)
23475	ENSG00000103485	Homo sapiens	quinolinate phosphoribosyltransferase(QPRT)
5091	ENSG00000173599	Homo sapiens	pyruvate carboxylase(PC)
23236	ENSG00000182621	Homo sapiens	phospholipase C beta 1(PLCB1)
5092	ENSG00000166228	Homo sapiens	pterin-4 alpha-carbinolamine dehydratase 1(PCBD1)
26503	ENSG00000119899	Homo sapiens	solute carrier family 17 member 5(SLC17A5)
5095	ENSG00000175198	Homo sapiens	propionyl-CoA carboxylase subunit alpha(PCCA)
1723	ENSG00000102967	Homo sapiens	dihydroorotate dehydrogenase (quinone)(DHODH)
1962	ENSG00000113790	Homo sapiens	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase(EHHADH)
3906	ENSG00000167531	Homo sapiens	lactalbumin alpha(LALBA)
11254	ENSG00000268104	Homo sapiens	solute carrier family 6 member 14(SLC6A14)
10165	ENSG00000004864	Homo sapiens	solute carrier family 25 member 13(SLC25A13)
79901	ENSG00000071967	Homo sapiens	cytochrome b reductase 1(CYBRD1)
2819	ENSG00000167588	Homo sapiens	glycerol-3-phosphate dehydrogenase 1(GPD1)
11253	ENSG00000177239	Homo sapiens	mannosidase alpha class 1B member 1(MAN1B1)
10164	ENSG00000140835	Homo sapiens	carbohydrate sulfotransferase 4(CHST4)
10166	ENSG00000102743	Homo sapiens	solute carrier family 25 member 15(SLC25A15)
112724	ENSG00000160439	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000276826	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000278284	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000274418	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000273944	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000274504	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000276341	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000275474	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000276684	Homo sapiens	retinol dehydrogenase 13(RDH13)
112724	ENSG00000278149	Homo sapiens	retinol dehydrogenase 13(RDH13)
9227	ENSG00000121207	Homo sapiens	lecithin retinol acyltransferase(LRAT)
9469	ENSG00000122863	Homo sapiens	carbohydrate sulfotransferase 3(CHST3)
9468	ENSG00000102230	Homo sapiens	phosphate cytidylyltransferase 1B, choline(PCYT1B)
8372	ENSG00000186792	Homo sapiens	hyaluronidase 3(HYAL3)
91373	ENSG00000197355	Homo sapiens	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1(UAP1L1)
57468	ENSG00000124140	Homo sapiens	solute carrier family 12 member 5(SLC12A5)
120103	ENSG00000180773	Homo sapiens	solute carrier family 36 member 4(SLC36A4)
2821	ENSG00000282019	Homo sapiens	glucose-6-phosphate isomerase(GPI)
2821	ENSG00000105220	Homo sapiens	glucose-6-phosphate isomerase(GPI)
81579	ENSG00000123739	Homo sapiens	phospholipase A2 group XIIA(PLA2G12A)
2820	ENSG00000115159	Homo sapiens	glycerol-3-phosphate dehydrogenase 2(GPD2)
79017	ENSG00000006625	Homo sapiens	gamma-glutamylcyclotransferase(GGCT)
1738	ENSG00000091140	Homo sapiens	dihydrolipoamide dehydrogenase(DLD)
1737	ENSG00000150768	Homo sapiens	dihydrolipoamide S-acetyltransferase(DLAT)
7054	ENSG00000180176	Homo sapiens	tyrosine hydroxylase(TH)
7296	ENSG00000198431	Homo sapiens	thioredoxin reductase 1(TXNRD1)
641372	ENSG00000205669	Homo sapiens	acyl-CoA thioesterase 6(ACOT6)
7299	ENSG00000077498	Homo sapiens	tyrosinase(TYR)
641371	ENSG00000184227	Homo sapiens	acyl-CoA thioesterase 1(ACOT1)
7298	ENSG00000176890	Homo sapiens	thymidylate synthetase(TYMS)
134526	ENSG00000172497	Homo sapiens	acyl-CoA thioesterase 12(ACOT12)
8140	ENSG00000103257	Homo sapiens	solute carrier family 7 member 5(SLC7A5)
55293	ENSG00000151116	Homo sapiens	UEV and lactate/malate dehyrogenase domains(UEVLD)
27010	ENSG00000196511	Homo sapiens	thiamin pyrophosphokinase 1(TPK1)
1503	ENSG00000171793	Homo sapiens	CTP synthase 1(CTPS1)
1743	ENSG00000119689	Homo sapiens	dihydrolipoamide S-succinyltransferase(DLST)
124935	ENSG00000278550	Homo sapiens	solute carrier family 43 member 2(SLC43A2)
124935	ENSG00000167703	Homo sapiens	solute carrier family 43 member 2(SLC43A2)
8398	ENSG00000184381	Homo sapiens	phospholipase A2 group VI(PLA2G6)
9245	ENSG00000140297	Homo sapiens	glucosaminyl (N-acetyl) transferase 3, mucin type(GCNT3)
9487	ENSG00000108474	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class L(PIGL)
8399	ENSG00000069764	Homo sapiens	phospholipase A2 group X(PLA2G10)
8399	ENSG00000276870	Homo sapiens	phospholipase A2 group X(PLA2G10)
8396	ENSG00000277292	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)
8396	ENSG00000276293	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(PIP4K2B)
9489	ENSG00000087157	Homo sapiens	phosphatidylglycerophosphate synthase 1(PGS1)
8394	ENSG00000143398	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha(PIP5K1A)
92483	ENSG00000171989	Homo sapiens	lactate dehydrogenase A like 6B(LDHAL6B)
84618	ENSG00000116981	Homo sapiens	5'-nucleotidase, cytosolic IA(NT5C1A)
55065	ENSG00000132517	Homo sapiens	solute carrier family 52 member 1(SLC52A1)
8395	ENSG00000107242	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase type 1 beta(PIP5K1B)
9481	ENSG00000153291	Homo sapiens	solute carrier family 25 member 27(SLC25A27)
80025	ENSG00000125779	Homo sapiens	pantothenate kinase 2(PANK2)
200010	ENSG00000117834	Homo sapiens	solute carrier family 5 member 9(SLC5A9)
29881	ENSG00000015520	Homo sapiens	NPC1 like intracellular cholesterol transporter 1(NPC1L1)
63917	ENSG00000178234	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 11(GALNT11)
3938	ENSG00000115850	Homo sapiens	lactase(LCT)
3939	ENSG00000288299	Homo sapiens	lactate dehydrogenase A(LDHA)
3939	ENSG00000134333	Homo sapiens	lactate dehydrogenase A(LDHA)
3931	ENSG00000213398	Homo sapiens	lecithin-cholesterol acyltransferase(LCAT)
51703	ENSG00000197142	Homo sapiens	acyl-CoA synthetase long chain family member 5(ACSL5)
50614	ENSG00000182870	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)
50614	ENSG00000288490	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)
1757	ENSG00000123453	Homo sapiens	sarcosine dehydrogenase(SARDH)
9498	ENSG00000050438	Homo sapiens	solute carrier family 4 member 8(SLC4A8)
50617	ENSG00000105929	Homo sapiens	ATPase H+ transporting V0 subunit a4(ATP6V0A4)
9497	ENSG00000033867	Homo sapiens	solute carrier family 4 member 7(SLC4A7)
9016	ENSG00000102078	Homo sapiens	solute carrier family 25 member 14(SLC25A14)
246213	ENSG00000179520	Homo sapiens	solute carrier family 17 member 8(SLC17A8)
3704	ENSG00000125877	Homo sapiens	inosine triphosphatase(ITPA)
3706	ENSG00000137825	Homo sapiens	inositol-trisphosphate 3-kinase A(ITPKA)
3948	ENSG00000166796	Homo sapiens	lactate dehydrogenase C(LDHC)
3707	ENSG00000143772	Homo sapiens	inositol-trisphosphate 3-kinase B(ITPKB)
122970	ENSG00000177465	Homo sapiens	acyl-CoA thioesterase 4(ACOT4)
27235	ENSG00000173085	Homo sapiens	coenzyme Q2, polyprenyltransferase(COQ2)
27232	ENSG00000124713	Homo sapiens	glycine N-methyltransferase(GNMT)
2618	ENSG00000159131	Homo sapiens	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase(GART)
2618	ENSG00000262473	Homo sapiens	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase(GART)
3945	ENSG00000111716	Homo sapiens	lactate dehydrogenase B(LDHB)
3945	ENSG00000285854	Homo sapiens	lactate dehydrogenase B(LDHB)
9023	ENSG00000138135	Homo sapiens	cholesterol 25-hydroxylase(CH25H)
8170	ENSG00000132874	Homo sapiens	solute carrier family 14 member 2(SLC14A2)
7084	ENSG00000166548	Homo sapiens	thymidine kinase 2(TK2)
7083	ENSG00000167900	Homo sapiens	thymidine kinase 1(TK1)
7086	ENSG00000163931	Homo sapiens	transketolase(TKT)
84889	ENSG00000165349	Homo sapiens	solute carrier family 7 member 3(SLC7A3)
84649	ENSG00000062282	Homo sapiens	diacylglycerol O-acyltransferase 2(DGAT2)
55089	ENSG00000139209	Homo sapiens	solute carrier family 38 member 4(SLC38A4)
387775	ENSG00000184999	Homo sapiens	solute carrier family 22 member 10(SLC22A10)
57026	ENSG00000241360	Homo sapiens	pyridoxal phosphatase(PDXP)
2629	ENSG00000262446	Homo sapiens	glucosylceramidase beta 1(GBA1)
2629	ENSG00000177628	Homo sapiens	glucosylceramidase beta 1(GBA1)
2628	ENSG00000171766	Homo sapiens	glycine amidinotransferase(GATM)
3712	ENSG00000128928	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
1537	ENSG00000179091	Homo sapiens	cytochrome c1(CYC1)
51727	ENSG00000162368	Homo sapiens	cytidine/uridine monophosphate kinase 1(CMPK1)
53905	ENSG00000137857	Homo sapiens	dual oxidase 1(DUOX1)
130367	ENSG00000163082	Homo sapiens	sphingosine-1-phosphate phosphatase 2(SGPP2)
132789	ENSG00000163281	Homo sapiens	glucosamine-6-phosphate deaminase 2(GNPDA2)
93100	ENSG00000147813	Homo sapiens	nicotinate phosphoribosyltransferase(NAPRT)
93100	ENSG00000278488	Homo sapiens	nicotinate phosphoribosyltransferase(NAPRT)
64802	ENSG00000173614	Homo sapiens	nicotinamide nucleotide adenylyltransferase 1(NMNAT1)
57030	ENSG00000104888	Homo sapiens	solute carrier family 17 member 7(SLC17A7)
2878	ENSG00000211445	Homo sapiens	glutathione peroxidase 3(GPX3)
2877	ENSG00000176153	Homo sapiens	glutathione peroxidase 2(GPX2)
124975	ENSG00000167741	Homo sapiens	gamma-glutamyltransferase 6(GGT6)
2876	ENSG00000233276	Homo sapiens	glutathione peroxidase 1(GPX1)
1545	ENSG00000138061	Homo sapiens	cytochrome P450 family 1 subfamily B member 1(CYP1B1)
83549	ENSG00000130717	Homo sapiens	uridine-cytidine kinase 1(UCK1)
2875	ENSG00000167701	Homo sapiens	glutamic--pyruvic transaminase(GPT)
1544	ENSG00000140505	Homo sapiens	cytochrome P450 family 1 subfamily A member 2(CYP1A2)
2632	ENSG00000114480	Homo sapiens	1,4-alpha-glucan branching enzyme 1(GBE1)
80270	ENSG00000099377	Homo sapiens	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7(HSD3B7)
51733	ENSG00000100024	Homo sapiens	beta-ureidopropionase 1(UPB1)
2639	ENSG00000105607	Homo sapiens	glutaryl-CoA dehydrogenase(GCDH)
2638	ENSG00000145321	Homo sapiens	GC vitamin D binding protein(GC)
80271	ENSG00000086544	Homo sapiens	inositol-trisphosphate 3-kinase C(ITPKC)
2879	ENSG00000167468	Homo sapiens	glutathione peroxidase 4(GPX4)
1548	ENSG00000255974	Homo sapiens	cytochrome P450 family 2 subfamily A member 6(CYP2A6)
53919	ENSG00000139155	Homo sapiens	solute carrier organic anion transporter family member 1C1(SLCO1C1)
2650	ENSG00000187210	Homo sapiens	glucosaminyl (N-acetyl) transferase 1(GCNT1)
79071	ENSG00000170522	Homo sapiens	ELOVL fatty acid elongase 6(ELOVL6)
57282	ENSG00000144290	Homo sapiens	solute carrier family 4 member 10(SLC4A10)
79077	ENSG00000179958	Homo sapiens	dCTP pyrophosphatase 1(DCTPP1)
1558	ENSG00000138115	Homo sapiens	cytochrome P450 family 2 subfamily C member 8(CYP2C8)
1557	ENSG00000165841	Homo sapiens	cytochrome P450 family 2 subfamily C member 19(CYP2C19)
2645	ENSG00000106633	Homo sapiens	glucokinase(GCK)
1555	ENSG00000197408	Homo sapiens	cytochrome P450 family 2 subfamily B member 6(CYP2B6)
2643	ENSG00000131979	Homo sapiens	GTP cyclohydrolase 1(GCH1)
1553	ENSG00000197838	Homo sapiens	cytochrome P450 family 2 subfamily A member 13(CYP2A13)
26330	ENSG00000105679	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic(GAPDHS)
146712	ENSG00000175711	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1(B3GNTL1)
146712	ENSG00000277033	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1(B3GNTL1)
2882	ENSG00000116157	Homo sapiens	glutathione peroxidase 7(GPX7)
1551	ENSG00000160870	Homo sapiens	cytochrome P450 family 3 subfamily A member 7(CYP3A7)
340024	ENSG00000174358	Homo sapiens	solute carrier family 6 member 19(SLC6A19)
1559	ENSG00000138109	Homo sapiens	cytochrome P450 family 2 subfamily C member 9(CYP2C9)
9058	ENSG00000007216	Homo sapiens	solute carrier family 13 member 2(SLC13A2)
9056	ENSG00000155465	Homo sapiens	solute carrier family 7 member 7(SLC7A7)
9057	ENSG00000103064	Homo sapiens	solute carrier family 7 member 6(SLC7A6)
3990	ENSG00000166035	Homo sapiens	lipase C, hepatic type(LIPC)
3992	ENSG00000149485	Homo sapiens	fatty acid desaturase 1(FADS1)
1572	ENSG00000197446	Homo sapiens	cytochrome P450 family 2 subfamily F member 1(CYP2F1)
1571	ENSG00000130649	Homo sapiens	cytochrome P450 family 2 subfamily E member 1(CYP2E1)
9296	ENSG00000128524	Homo sapiens	ATPase H+ transporting V1 subunit F(ATP6V1F)
4837	ENSG00000166741	Homo sapiens	nicotinamide N-methyltransferase(NNMT)
1327	ENSG00000131143	Homo sapiens	cytochrome c oxidase subunit 4I1(COX4I1)
80055	ENSG00000197121	Homo sapiens	post-GPI attachment to proteins inositol deacylase 1(PGAP1)
1565	ENSG00000272000	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000283284	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000280905	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000282966	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000272532	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000275211	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
1565	ENSG00000100197	Homo sapiens	cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)(CYP2D6)
2653	ENSG00000140905	Homo sapiens	glycine cleavage system protein H(GCSH)
2653	ENSG00000291958	Homo sapiens	glycine cleavage system protein H(GCSH)
27430	ENSG00000038274	Homo sapiens	methionine adenosyltransferase 2 non-catalytic beta subunit(MAT2B)
2651	ENSG00000285222	Homo sapiens	glucosaminyl (N-acetyl) transferase 2 (I blood group)(GCNT2)
2651	ENSG00000111846	Homo sapiens	glucosaminyl (N-acetyl) transferase 2 (I blood group)(GCNT2)
1562	ENSG00000108242	Homo sapiens	cytochrome P450 family 2 subfamily C member 18(CYP2C18)
4830	ENSG00000239672	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 1(NME1)
4831	ENSG00000243678	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 2(NME2)
4832	ENSG00000103024	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 3(NME3)
4833	ENSG00000103202	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 4(NME4)
30833	ENSG00000125458	Homo sapiens	5', 3'-nucleotidase, cytosolic(NT5C)
84890	ENSG00000181915	Homo sapiens	2-aminoethanethiol dioxygenase(ADO)
1329	ENSG00000291596	Homo sapiens	cytochrome c oxidase subunit 5B(COX5B)
1329	ENSG00000135940	Homo sapiens	cytochrome c oxidase subunit 5B(COX5B)
3988	ENSG00000107798	Homo sapiens	lipase A, lysosomal acid type(LIPA)
9061	ENSG00000138801	Homo sapiens	3'-phosphoadenosine 5'-phosphosulfate synthase 1(PAPSS1)
1583	ENSG00000288362	Homo sapiens	cytochrome P450 family 11 subfamily A member 1(CYP11A1)
1583	ENSG00000140459	Homo sapiens	cytochrome P450 family 11 subfamily A member 1(CYP11A1)
1340	ENSG00000126267	Homo sapiens	cytochrome c oxidase subunit 6B1(COX6B1)
1582	ENSG00000180432	Homo sapiens	cytochrome P450 family 8 subfamily B member 1(CYP8B1)
1581	ENSG00000167910	Homo sapiens	cytochrome P450 family 7 subfamily A member 1(CYP7A1)
9060	ENSG00000198682	Homo sapiens	3'-phosphoadenosine 5'-phosphosulfate synthase 2(PAPSS2)
1580	ENSG00000142973	Homo sapiens	cytochrome P450 family 4 subfamily B member 1(CYP4B1)
23600	ENSG00000242110	Homo sapiens	alpha-methylacyl-CoA racemase(AMACR)
1337	ENSG00000111775	Homo sapiens	cytochrome c oxidase subunit 6A1(COX6A1)
1579	ENSG00000187048	Homo sapiens	cytochrome P450 family 4 subfamily A member 11(CYP4A11)
1577	ENSG00000106258	Homo sapiens	cytochrome P450 family 3 subfamily A member 5(CYP3A5)
51086	ENSG00000116783	Homo sapiens	TNNI3 interacting kinase(TNNI3K)
1576	ENSG00000160868	Homo sapiens	cytochrome P450 family 3 subfamily A member 4(CYP3A4)
155184	ENSG00000197241	Homo sapiens	solute carrier family 2 member 7(SLC2A7)
4846	ENSG00000164867	Homo sapiens	nitric oxide synthase 3(NOS3)
1339	ENSG00000156885	Homo sapiens	cytochrome c oxidase subunit 6A2(COX6A2)
285440	ENSG00000145476	Homo sapiens	cytochrome P450 family 4 subfamily V member 2(CYP4V2)
65010	ENSG00000225697	Homo sapiens	solute carrier family 26 member 6(SLC26A6)
4860	ENSG00000198805	Homo sapiens	purine nucleoside phosphorylase(PNP)
4860	ENSG00000291814	Homo sapiens	purine nucleoside phosphorylase(PNP)
5950	ENSG00000138207	Homo sapiens	retinol binding protein 4(RBP4)
2683	ENSG00000086062	Homo sapiens	beta-1,4-galactosyltransferase 1(B4GALT1)
1594	ENSG00000111012	Homo sapiens	cytochrome P450 family 27 subfamily B member 1(CYP27B1)
1351	ENSG00000176340	Homo sapiens	cytochrome c oxidase subunit 8A(COX8A)
1593	ENSG00000135929	Homo sapiens	cytochrome P450 family 27 subfamily A member 1(CYP27A1)
122481	ENSG00000140057	Homo sapiens	adenylate kinase 7(AK7)
1350	ENSG00000127184	Homo sapiens	cytochrome c oxidase subunit 7C(COX7C)
1349	ENSG00000131174	Homo sapiens	cytochrome c oxidase subunit 7B(COX7B)
5948	ENSG00000114113	Homo sapiens	retinol binding protein 2(RBP2)
2678	ENSG00000100031	Homo sapiens	gamma-glutamyltransferase 1(GGT1)
54363	ENSG00000101323	Homo sapiens	hydroxyacid oxidase 1(HAO1)
1347	ENSG00000112695	Homo sapiens	cytochrome c oxidase subunit 7A2(COX7A2)
1589	ENSG00000233151	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1589	ENSG00000206338	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1589	ENSG00000231852	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1589	ENSG00000232414	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1589	ENSG00000198457	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1589	ENSG00000235134	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)
1346	ENSG00000161281	Homo sapiens	cytochrome c oxidase subunit 7A1(COX7A1)
1588	ENSG00000137869	Homo sapiens	cytochrome P450 family 19 subfamily A member 1(CYP19A1)
1103	ENSG00000070748	Homo sapiens	choline O-acetyltransferase(CHAT)
1345	ENSG00000164919	Homo sapiens	cytochrome c oxidase subunit 6C(COX6C)
1586	ENSG00000148795	Homo sapiens	cytochrome P450 family 17 subfamily A member 1(CYP17A1)
1585	ENSG00000179142	Homo sapiens	cytochrome P450 family 11 subfamily B member 2(CYP11B2)
2673	ENSG00000198380	Homo sapiens	glutamine--fructose-6-phosphate transaminase 1(GFPT1)
56301	ENSG00000130876	Homo sapiens	solute carrier family 7 member 10(SLC7A10)
1584	ENSG00000160882	Homo sapiens	cytochrome P450 family 11 subfamily B member 1(CYP11B1)
79646	ENSG00000120137	Homo sapiens	pantothenate kinase 3(PANK3)
3764	ENSG00000121361	Homo sapiens	potassium inwardly rectifying channel subfamily J member 8(KCNJ8)
3767	ENSG00000187486	Homo sapiens	potassium inwardly rectifying channel subfamily J member 11(KCNJ11)
1109	ENSG00000198610	Homo sapiens	aldo-keto reductase family 1 member C4(AKR1C4)
10786	ENSG00000124564	Homo sapiens	solute carrier family 17 member 3(SLC17A3)
5947	ENSG00000114115	Homo sapiens	retinol binding protein 1(RBP1)
65263	ENSG00000276657	Homo sapiens	pyrroline-5-carboxylate reductase 3(PYCR3)
65263	ENSG00000104524	Homo sapiens	pyrroline-5-carboxylate reductase 3(PYCR3)
22978	ENSG00000076685	Homo sapiens	5'-nucleotidase, cytosolic II(NT5C2)
1120	ENSG00000100288	Homo sapiens	choline kinase beta(CHKB)
377677	ENSG00000185015	Homo sapiens	carbonic anhydrase 13(CA13)
10998	ENSG00000083807	Homo sapiens	solute carrier family 27 member 5(SLC27A5)
1118	ENSG00000133063	Homo sapiens	chitinase 1(CHIT1)
5959	ENSG00000135437	Homo sapiens	retinol dehydrogenase 5(RDH5)
1358	ENSG00000158516	Homo sapiens	carboxypeptidase A2(CPA2)
10999	ENSG00000167114	Homo sapiens	solute carrier family 27 member 4(SLC27A4)
1357	ENSG00000091704	Homo sapiens	carboxypeptidase A1(CPA1)
2203	ENSG00000165140	Homo sapiens	fructose-bisphosphatase 1(FBP1)
2687	ENSG00000099998	Homo sapiens	gamma-glutamyltransferase 5(GGT5)
1356	ENSG00000047457	Homo sapiens	ceruloplasmin(CP)
2686	ENSG00000131067	Homo sapiens	gamma-glutamyltransferase 7(GGT7)
29124	ENSG00000105198	Homo sapiens	galectin 13(LGALS13)
1595	ENSG00000001630	Homo sapiens	cytochrome P450 family 51 subfamily A member 1(CYP51A1)
55224	ENSG00000143845	Homo sapiens	ethanolamine kinase 2(ETNK2)
55229	ENSG00000273494	Homo sapiens	pantothenate kinase 4 (inactive)(PANK4)
55229	ENSG00000157881	Homo sapiens	pantothenate kinase 4 (inactive)(PANK4)
10991	ENSG00000188338	Homo sapiens	solute carrier family 38 member 3(SLC38A3)
10993	ENSG00000135094	Homo sapiens	serine dehydratase(SDS)
1119	ENSG00000110721	Homo sapiens	choline kinase alpha(CHKA)
4881	ENSG00000169418	Homo sapiens	natriuretic peptide receptor 1(NPR1)
4882	ENSG00000159899	Homo sapiens	natriuretic peptide receptor 2(NPR2)
5730	ENSG00000107317	Homo sapiens	prostaglandin D2 synthase(PTGDS)
1374	ENSG00000110090	Homo sapiens	carnitine palmitoyltransferase 1A(CPT1A)
1373	ENSG00000021826	Homo sapiens	carbamoyl-phosphate synthase 1(CPS1)
1371	ENSG00000080819	Homo sapiens	coproporphyrinogen oxidase(CPOX)
169355	ENSG00000188676	Homo sapiens	indoleamine 2,3-dioxygenase 2(IDO2)
6818	ENSG00000261052	Homo sapiens	sulfotransferase family 1A member 3(SULT1A3)
5728	ENSG00000284792	Homo sapiens	phosphatase and tensin homolog(PTEN)
5728	ENSG00000171862	Homo sapiens	phosphatase and tensin homolog(PTEN)
6817	ENSG00000196502	Homo sapiens	sulfotransferase family 1A member 1(SULT1A1)
124637	ENSG00000182224	Homo sapiens	cytochrome b5 domain containing 1(CYB5D1)
10768	ENSG00000168710	Homo sapiens	adenosylhomocysteinase like 1(AHCYL1)
125965	ENSG00000160471	Homo sapiens	cytochrome c oxidase subunit 6B2(COX6B2)
9091	ENSG00000007541	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class Q(PIGQ)
5723	ENSG00000146733	Homo sapiens	phosphoserine phosphatase(PSPH)
948	ENSG00000135218	Homo sapiens	CD36 molecule (CD36 blood group)(CD36)
57419	ENSG00000185052	Homo sapiens	solute carrier family 24 member 3(SLC24A3)
949	ENSG00000073060	Homo sapiens	scavenger receptor class B member 1(SCARB1)
4891	ENSG00000110911	Homo sapiens	solute carrier family 11 member 2(SLC11A2)
5740	ENSG00000124212	Homo sapiens	prostaglandin I2 synthase(PTGIS)
1384	ENSG00000095321	Homo sapiens	carnitine O-acetyltransferase(CRAT)
126410	ENSG00000171954	Homo sapiens	cytochrome P450 family 4 subfamily F member 22(CYP4F22)
441024	ENSG00000163738	Homo sapiens	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like(MTHFD2L)
80201	ENSG00000156510	Homo sapiens	hexokinase domain containing 1(HKDC1)
27165	ENSG00000135423	Homo sapiens	glutaminase 2(GLS2)
10975	ENSG00000127540	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit XI(UQCR11)
79695	ENSG00000119514	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 12(GALNT12)
58510	ENSG00000250799	Homo sapiens	proline dehydrogenase 2(PRODH2)
2224	ENSG00000160752	Homo sapiens	farnesyl diphosphate synthase(FDPS)
952	ENSG00000004468	Homo sapiens	CD38 molecule(CD38)
1376	ENSG00000157184	Homo sapiens	carnitine palmitoyltransferase 2(CPT2)
2222	ENSG00000079459	Homo sapiens	farnesyl-diphosphate farnesyltransferase 1(FDFT1)
